Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Tolland,11,The Gym At Tolland Recreation Center 3
Hawkins and Walker,Green Party,Presidential Electors for,Tolland,4,The Gym At Tolland Recreation Center 3
Carroll and Patel,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Charles and Wallace,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
De La Fuenta and Richardson,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Howard and Howard,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Klojzy and LeMay,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Simmons and Dow,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Simmons and Roze,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Weinstein and Weinstein,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Wells and Wells,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
West and Tidball,Write In,Presidential Electors for,Tolland,0,The Gym At Tolland Recreation Center 3
Biden and Harris,Democratic Party,Presidential Electors for,Tolland,2636,Tolland Senior Center
Trump and Pence,Republican Party,Presidential Electors for,Tolland,2077,Tolland Senior Center
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Tolland,71,Tolland Senior Center
Hawkins and Walker,Green Party,Presidential Electors for,Tolland,18,Tolland Senior Center
Carroll and Patel,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Charles and Wallace,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
De La Fuenta and Richardson,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Howard and Howard,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Klojzy and LeMay,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Simmons and Dow,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Simmons and Roze,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Weinstein and Weinstein,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Wells and Wells,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
West and Tidball,Write In,Presidential Electors for,Tolland,0,Tolland Senior Center
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,2875,Armory
Trump and Pence,Republican Party,Presidential Electors for,Torrington,3468,Armory
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,97,Armory
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,38,Armory
Carroll and Patel,Write In,Presidential Electors for,Torrington,1,Armory
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Armory
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Armory
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Armory
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Armory
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Armory
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Armory
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Armory
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Armory
West and Tidball,Write In,Presidential Electors for,Torrington,1,Armory
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,280,City Hall 1
Trump and Pence,Republican Party,Presidential Electors for,Torrington,410,City Hall 1
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,23,City Hall 1
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,0,City Hall 1
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,City Hall 1
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,City Hall 1
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,City Hall 1
Howard and Howard,Write In,Presidential Electors for,Torrington,0,City Hall 1
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,City Hall 1
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,City Hall 1
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,City Hall 1
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,City Hall 1
Wells and Wells,Write In,Presidential Electors for,Torrington,0,City Hall 1
West and Tidball,Write In,Presidential Electors for,Torrington,0,City Hall 1
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,256,City Hall 2
Trump and Pence,Republican Party,Presidential Electors for,Torrington,260,City Hall 2
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,4,City Hall 2
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,0,City Hall 2
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,City Hall 2
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,City Hall 2
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,City Hall 2
Howard and Howard,Write In,Presidential Electors for,Torrington,0,City Hall 2
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,City Hall 2
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,City Hall 2
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,City Hall 2
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,City Hall 2
Wells and Wells,Write In,Presidential Electors for,Torrington,0,City Hall 2
West and Tidball,Write In,Presidential Electors for,Torrington,0,City Hall 2
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,625,Coe Park 1
Trump and Pence,Republican Party,Presidential Electors for,Torrington,1076,Coe Park 1
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,19,Coe Park 1
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,3,Coe Park 1
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Coe Park 1
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Coe Park 1
West and Tidball,Write In,Presidential Electors for,Torrington,0,Coe Park 1
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,179,Coe Park 2
Trump and Pence,Republican Party,Presidential Electors for,Torrington,129,Coe Park 2
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,6,Coe Park 2
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,4,Coe Park 2
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Coe Park 2
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Coe Park 2
West and Tidball,Write In,Presidential Electors for,Torrington,0,Coe Park 2
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,178,Torringford School 1
Trump and Pence,Republican Party,Presidential Electors for,Torrington,208,Torringford School 1
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,4,Torringford School 1
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,6,Torringford School 1
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Torringford School 1
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Torringford School 1
West and Tidball,Write In,Presidential Electors for,Torrington,0,Torringford School 1
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,990,Torringford School 2
Trump and Pence,Republican Party,Presidential Electors for,Torrington,1131,Torringford School 2
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,30,Torringford School 2
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,9,Torringford School 2
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Torringford School 2
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Torringford School 2
West and Tidball,Write In,Presidential Electors for,Torrington,0,Torringford School 2
Biden and Harris,Democratic Party,Presidential Electors for,Torrington,1900,Torrington Middle School
Trump and Pence,Republican Party,Presidential Electors for,Torrington,2538,Torrington Middle School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Torrington,52,Torrington Middle School
Hawkins and Walker,Green Party,Presidential Electors for,Torrington,23,Torrington Middle School
Carroll and Patel,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Charles and Wallace,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
De La Fuenta and Richardson,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Howard and Howard,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Klojzy and LeMay,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Simmons and Dow,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Simmons and Roze,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Weinstein and Weinstein,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
Wells and Wells,Write In,Presidential Electors for,Torrington,0,Torrington Middle School
West and Tidball,Write In,Presidential Electors for,Torrington,1,Torrington Middle School
Biden and Harris,Democratic Party,Presidential Electors for,Trumbull,2877,Hillcrest School
Trump and Pence,Republican Party,Presidential Electors for,Trumbull,2469,Hillcrest School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Trumbull,43,Hillcrest School
Hawkins and Walker,Green Party,Presidential Electors for,Trumbull,24,Hillcrest School
Carroll and Patel,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Charles and Wallace,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
De La Fuenta and Richardson,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Howard and Howard,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Klojzy and LeMay,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Simmons and Dow,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Simmons and Roze,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Weinstein and Weinstein,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Wells and Wells,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
West and Tidball,Write In,Presidential Electors for,Trumbull,0,Hillcrest School
Biden and Harris,Democratic Party,Presidential Electors for,Trumbull,2823,Madison School 123
Trump and Pence,Republican Party,Presidential Electors for,Trumbull,2453,Madison School 123
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Trumbull,72,Madison School 123
Hawkins and Walker,Green Party,Presidential Electors for,Trumbull,16,Madison School 123
Carroll and Patel,Write In,Presidential Electors for,Trumbull,2,Madison School 123
Charles and Wallace,Write In,Presidential Electors for,Trumbull,0,Madison School 123
De La Fuenta and Richardson,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Howard and Howard,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Klojzy and LeMay,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Simmons and Dow,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Simmons and Roze,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Weinstein and Weinstein,Write In,Presidential Electors for,Trumbull,0,Madison School 123
Wells and Wells,Write In,Presidential Electors for,Trumbull,0,Madison School 123
West and Tidball,Write In,Presidential Electors for,Trumbull,1,Madison School 123
Biden and Harris,Democratic Party,Presidential Electors for,Trumbull,3570,Middlebrook School 134
Trump and Pence,Republican Party,Presidential Electors for,Trumbull,2383,Middlebrook School 134
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Trumbull,68,Middlebrook School 134
Hawkins and Walker,Green Party,Presidential Electors for,Trumbull,15,Middlebrook School 134
Carroll and Patel,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Charles and Wallace,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
De La Fuenta and Richardson,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Howard and Howard,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Klojzy and LeMay,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Simmons and Dow,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Simmons and Roze,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Weinstein and Weinstein,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Wells and Wells,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
West and Tidball,Write In,Presidential Electors for,Trumbull,0,Middlebrook School 134
Biden and Harris,Democratic Party,Presidential Electors for,Trumbull,638,St. Joseph High School 122
Trump and Pence,Republican Party,Presidential Electors for,Trumbull,509,St. Joseph High School 122
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Trumbull,12,St. Joseph High School 122
Hawkins and Walker,Green Party,Presidential Electors for,Trumbull,6,St. Joseph High School 122
Carroll and Patel,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Charles and Wallace,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
De La Fuenta and Richardson,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Howard and Howard,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Klojzy and LeMay,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Simmons and Dow,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Simmons and Roze,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Weinstein and Weinstein,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
Wells and Wells,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 122
West and Tidball,Write In,Presidential Electors for,Trumbull,1,St. Joseph High School 122
Biden and Harris,Democratic Party,Presidential Electors for,Trumbull,2011,St. Joseph High School 123
Trump and Pence,Republican Party,Presidential Electors for,Trumbull,1361,St. Joseph High School 123
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Trumbull,36,St. Joseph High School 123
Hawkins and Walker,Green Party,Presidential Electors for,Trumbull,15,St. Joseph High School 123
Carroll and Patel,Write In,Presidential Electors for,Trumbull,2,St. Joseph High School 123
Charles and Wallace,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
De La Fuenta and Richardson,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Howard and Howard,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Klojzy and LeMay,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Simmons and Dow,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Simmons and Roze,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Weinstein and Weinstein,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
Wells and Wells,Write In,Presidential Electors for,Trumbull,0,St. Joseph High School 123
West and Tidball,Write In,Presidential Electors for,Trumbull,1,St. Joseph High School 123
Biden and Harris,Democratic Party,Presidential Electors for,Union,249,Union Town Hall
Trump and Pence,Republican Party,Presidential Electors for,Union,307,Union Town Hall
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Union,12,Union Town Hall
Hawkins and Walker,Green Party,Presidential Electors for,Union,3,Union Town Hall
Carroll and Patel,Write In,Presidential Electors for,Union,0,Union Town Hall
Charles and Wallace,Write In,Presidential Electors for,Union,0,Union Town Hall
De La Fuenta and Richardson,Write In,Presidential Electors for,Union,0,Union Town Hall
Howard and Howard,Write In,Presidential Electors for,Union,0,Union Town Hall
Klojzy and LeMay,Write In,Presidential Electors for,Union,0,Union Town Hall
Simmons and Dow,Write In,Presidential Electors for,Union,0,Union Town Hall
Simmons and Roze,Write In,Presidential Electors for,Union,0,Union Town Hall
Weinstein and Weinstein,Write In,Presidential Electors for,Union,0,Union Town Hall
Wells and Wells,Write In,Presidential Electors for,Union,0,Union Town Hall
West and Tidball,Write In,Presidential Electors for,Union,0,Union Town Hall
Biden and Harris,Democratic Party,Presidential Electors for,Vernon,2720,North East School
Trump and Pence,Republican Party,Presidential Electors for,Vernon,1513,North East School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Vernon,61,North East School
Hawkins and Walker,Green Party,Presidential Electors for,Vernon,28,North East School
Carroll and Patel,Write In,Presidential Electors for,Vernon,0,North East School
Charles and Wallace,Write In,Presidential Electors for,Vernon,0,North East School
De La Fuenta and Richardson,Write In,Presidential Electors for,Vernon,0,North East School
Howard and Howard,Write In,Presidential Electors for,Vernon,0,North East School
Klojzy and LeMay,Write In,Presidential Electors for,Vernon,0,North East School
Simmons and Dow,Write In,Presidential Electors for,Vernon,0,North East School
Simmons and Roze,Write In,Presidential Electors for,Vernon,0,North East School
Weinstein and Weinstein,Write In,Presidential Electors for,Vernon,0,North East School
Wells and Wells,Write In,Presidential Electors for,Vernon,0,North East School
West and Tidball,Write In,Presidential Electors for,Vernon,0,North East School
Biden and Harris,Democratic Party,Presidential Electors for,Vernon,2721,Rockville High School
Trump and Pence,Republican Party,Presidential Electors for,Vernon,1662,Rockville High School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Vernon,66,Rockville High School
Hawkins and Walker,Green Party,Presidential Electors for,Vernon,10,Rockville High School
Carroll and Patel,Write In,Presidential Electors for,Vernon,0,Rockville High School
Charles and Wallace,Write In,Presidential Electors for,Vernon,0,Rockville High School
De La Fuenta and Richardson,Write In,Presidential Electors for,Vernon,0,Rockville High School
Howard and Howard,Write In,Presidential Electors for,Vernon,0,Rockville High School
Klojzy and LeMay,Write In,Presidential Electors for,Vernon,0,Rockville High School
Simmons and Dow,Write In,Presidential Electors for,Vernon,0,Rockville High School
Simmons and Roze,Write In,Presidential Electors for,Vernon,0,Rockville High School
Weinstein and Weinstein,Write In,Presidential Electors for,Vernon,0,Rockville High School
Wells and Wells,Write In,Presidential Electors for,Vernon,0,Rockville High School
West and Tidball,Write In,Presidential Electors for,Vernon,0,Rockville High School
Biden and Harris,Democratic Party,Presidential Electors for,Vernon,2123,Skinner Road School
Trump and Pence,Republican Party,Presidential Electors for,Vernon,1319,Skinner Road School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Vernon,41,Skinner Road School
Hawkins and Walker,Green Party,Presidential Electors for,Vernon,20,Skinner Road School
Carroll and Patel,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Charles and Wallace,Write In,Presidential Electors for,Vernon,0,Skinner Road School
De La Fuenta and Richardson,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Howard and Howard,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Klojzy and LeMay,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Simmons and Dow,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Simmons and Roze,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Weinstein and Weinstein,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Wells and Wells,Write In,Presidential Electors for,Vernon,0,Skinner Road School
West and Tidball,Write In,Presidential Electors for,Vernon,0,Skinner Road School
Biden and Harris,Democratic Party,Presidential Electors for,Vernon,1695,Vernon Center Middle School
Trump and Pence,Republican Party,Presidential Electors for,Vernon,1354,Vernon Center Middle School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Vernon,48,Vernon Center Middle School
Hawkins and Walker,Green Party,Presidential Electors for,Vernon,18,Vernon Center Middle School
Carroll and Patel,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Charles and Wallace,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
De La Fuenta and Richardson,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Howard and Howard,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Klojzy and LeMay,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Simmons and Dow,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Simmons and Roze,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Weinstein and Weinstein,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
Wells and Wells,Write In,Presidential Electors for,Vernon,0,Vernon Center Middle School
West and Tidball,Write In,Presidential Electors for,Vernon,1,Vernon Center Middle School
Biden and Harris,Democratic Party,Presidential Electors for,Voluntown,566,voluntown elementary school
Trump and Pence,Republican Party,Presidential Electors for,Voluntown,918,voluntown elementary school
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Voluntown,32,voluntown elementary school
Hawkins and Walker,Green Party,Presidential Electors for,Voluntown,8,voluntown elementary school
Carroll and Patel,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Charles and Wallace,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
De La Fuenta and Richardson,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Howard and Howard,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Klojzy and LeMay,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Simmons and Dow,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Simmons and Roze,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Weinstein and Weinstein,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Wells and Wells,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
West and Tidball,Write In,Presidential Electors for,Voluntown,0,voluntown elementary school
Biden and Harris,Democratic Party,Presidential Electors for,Wallingford,2217,Cook Hill School
Trump and Pence,Republican Party,Presidential Electors for,Wallingford,1840,Cook Hill School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Wallingford,38,Cook Hill School
Hawkins and Walker,Green Party,Presidential Electors for,Wallingford,12,Cook Hill School
Carroll and Patel,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Charles and Wallace,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
De La Fuenta and Richardson,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Howard and Howard,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Klojzy and LeMay,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Simmons and Dow,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Simmons and Roze,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Weinstein and Weinstein,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
Wells and Wells,Write In,Presidential Electors for,Wallingford,0,Cook Hill School
West and Tidball,Write In,Presidential Electors for,Wallingford,1,Cook Hill School
Biden and Harris,Democratic Party,Presidential Electors for,Wallingford,1836,Dag Hammarskjold Middle School
Trump and Pence,Republican Party,Presidential Electors for,Wallingford,1631,Dag Hammarskjold Middle School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Wallingford,38,Dag Hammarskjold Middle School
Hawkins and Walker,Green Party,Presidential Electors for,Wallingford,13,Dag Hammarskjold Middle School
Carroll and Patel,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Charles and Wallace,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
De La Fuenta and Richardson,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Howard and Howard,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Klojzy and LeMay,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Simmons and Dow,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Simmons and Roze,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Weinstein and Weinstein,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Wells and Wells,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
West and Tidball,Write In,Presidential Electors for,Wallingford,0,Dag Hammarskjold Middle School
Biden and Harris,Democratic Party,Presidential Electors for,Wallingford,1639,Evarts C. Stevens School
Trump and Pence,Republican Party,Presidential Electors for,Wallingford,1130,Evarts C. Stevens School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Wallingford,42,Evarts C. Stevens School
Hawkins and Walker,Green Party,Presidential Electors for,Wallingford,9,Evarts C. Stevens School
Carroll and Patel,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Charles and Wallace,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
De La Fuenta and Richardson,Write In,Presidential Electors for,Wallingford,1,Evarts C. Stevens School
Howard and Howard,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Klojzy and LeMay,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Simmons and Dow,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Simmons and Roze,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Weinstein and Weinstein,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
Wells and Wells,Write In,Presidential Electors for,Wallingford,0,Evarts C. Stevens School
West and Tidball,Write In,Presidential Electors for,Wallingford,2,Evarts C. Stevens School
Biden and Harris,Democratic Party,Presidential Electors for,Wallingford,954,Moses Y. Beach School
Trump and Pence,Republican Party,Presidential Electors for,Wallingford,746,Moses Y. Beach School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Wallingford,27,Moses Y. Beach School
Hawkins and Walker,Green Party,Presidential Electors for,Wallingford,9,Moses Y. Beach School
Carroll and Patel,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Charles and Wallace,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
De La Fuenta and Richardson,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Howard and Howard,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Klojzy and LeMay,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Simmons and Dow,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Simmons and Roze,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Weinstein and Weinstein,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Wells and Wells,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
West and Tidball,Write In,Presidential Electors for,Wallingford,0,Moses Y. Beach School
Biden and Harris,Democratic Party,Presidential Electors for,Wallingford,1257,Parker Farms School
Trump and Pence,Republican Party,Presidential Electors for,Wallingford,1031,Parker Farms School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Wallingford,19,Parker Farms School
Hawkins and Walker,Green Party,Presidential Electors for,Wallingford,15,Parker Farms School
